Semester,Course ID,Course Name,Instructor,Enrollment,Max Capacity,Offered,A,B,C,D,F,Classroom Location,Class Capacity,Distance to IMU (m),Distance to Wells Library (m),Distance to Luddy Hall (m),Distance to Sample Gates (m),Latitude,Longitude,Preferred Location,Preferred Location Latitude,Preferred Location Longitude,Topics,Keywords,Class Start Time,Preferred Location Time
2023 Spring,INFO-I123,Course 23,Dr. Smith,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,Software Engineering,"debugging, testing, software design, agile, programming",09:21,09:26
2023 Spring,INFO-I124,Course 24,Dr. Brown,87,150,TRUE,38,26,1,16,6,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Union Street,39.17137812,-86.50945125,Data Science,"visualization, data analysis, machine learning, big data, statistics",12:45,12:51
2023 Spring,INFO-I125,Course 25,Dr. Smith,143,50,TRUE,84,37,2,20,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Union Street,39.17137812,-86.50945125,AI/ML,"natural language processing, neural networks, deep learning, AI ethics, reinforcement learning",11:10,11:15
2023 Spring,INFO-I126,Course 26,Dr. Johnson,74,150,TRUE,63,2,1,0,8,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,AI/ML,"neural networks, natural language processing, reinforcement learning, deep learning, AI ethics",16:38,16:48
2023 Spring,INFO-I127,Course 27,Dr. Williams,20,150,TRUE,15,0,0,3,2,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Collins,39.1708,-86.5237,Data Science,"visualization, big data, machine learning, data analysis, statistics",09:25,09:33
2023 Spring,INFO-I128,Course 28,Dr. Smith,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,McNutt,39.1763,-86.5202,Software Engineering,"debugging, programming, testing, software design, agile",11:20,11:28
2023 Spring,INFO-I129,Course 29,Dr. Smith,103,50,TRUE,83,3,14,2,1,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Collins,39.1708,-86.5237,HCI,"human factors, user experience, interface design, interaction design, usability testing",12:37,12:42
2023 Spring,INFO-I130,Course 30,Dr. Williams,118,150,TRUE,66,23,3,10,16,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Bookmarket,39.171,-86.5168,Data Science,"big data, data analysis, visualization, machine learning, statistics",16:44,16:49
2023 Spring,INFO-I131,Course 31,Dr. Williams,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Wells Library,39.1724,-86.5168,Software Engineering,"programming, agile, software design, debugging, testing",12:52,12:59
2023 Spring,INFO-I132,Course 32,Dr. Brown,57,100,TRUE,21,13,14,8,1,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,McNutt,39.1763,-86.5202,AI/ML,"AI ethics, natural language processing, reinforcement learning, deep learning, neural networks",13:17,13:23
2023 Spring,INFO-I133,Course 33,Dr. Smith,57,150,TRUE,36,3,4,8,6,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,Data Science,"big data, machine learning, data analysis, visualization, statistics",16:16,16:23
2023 Spring,INFO-I134,Course 34,Dr. Brown,14,100,TRUE,10,1,2,0,1,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Wells Library,39.1724,-86.5168,Software Engineering,"testing, debugging, software design, programming, agile",18:00,18:08
2023 Spring,INFO-I135,Course 35,Dr. Smith,126,100,TRUE,70,26,13,4,13,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,IMU,39.1677,-86.5237,HCI,"usability testing, interface design, user experience, human factors, interaction design",18:29,18:39
2023 Spring,INFO-I136,Course 36,Dr. Jones,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Collins,39.1708,-86.5237,HCI,"interaction design, usability testing, human factors, user experience, interface design",14:28,14:34
2023 Spring,INFO-I137,Course 37,Dr. Brown,150,150,TRUE,54,49,8,24,15,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,Data Science,"visualization, machine learning, statistics, data analysis, big data",12:56,13:06
2023 Spring,INFO-I138,Course 38,Dr. Williams,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,Data Science,"big data, data analysis, visualization, machine learning, statistics",14:49,14:57
2023 Spring,INFO-I139,Course 39,Dr. Brown,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Wells Library,39.1724,-86.5168,Information Systems,"IT management, networking, enterprise systems, databases, cloud computing",15:21,15:29
2023 Spring,INFO-I140,Course 40,Dr. Williams,115,50,TRUE,86,12,8,7,2,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,Software Engineering,"software design, testing, programming, agile, debugging",15:40,15:49
2023 Spring,INFO-I141,Course 41,Dr. Jones,30,50,TRUE,20,4,0,5,1,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Luddy Hall,39.17288318,-86.52334277,AI/ML,"reinforcement learning, AI ethics, deep learning, natural language processing, neural networks",15:19,15:25
2023 Spring,INFO-I142,Course 42,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Software Engineering,"debugging, agile, testing, software design, programming",09:32,09:40
2023 Spring,INFO-I143,Course 43,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Forest,39.16469636,-86.51291367,Software Engineering,"agile, software design, programming, testing, debugging",11:48,11:56
2023 Spring,INFO-I144,Course 44,Dr. Williams,77,100,TRUE,47,4,6,12,8,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Collins,39.1708,-86.5237,AI/ML,"AI ethics, deep learning, natural language processing, neural networks, reinforcement learning",14:25,14:30
2023 Spring,INFO-I145,Course 45,Dr. Williams,63,150,TRUE,48,6,5,4,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Union Street,39.17137812,-86.50945125,Data Science,"statistics, big data, visualization, machine learning, data analysis",13:37,13:45
2023 Spring,INFO-I146,Course 46,Dr. Smith,148,100,TRUE,99,11,1,17,20,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Software Engineering,"software design, debugging, testing, programming, agile",09:09,09:15
2023 Spring,INFO-I147,Course 47,Dr. Brown,86,150,TRUE,42,28,2,9,5,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Wells Library,39.1724,-86.5168,Information Systems,"databases, enterprise systems, cloud computing, networking, IT management",19:23,19:31
2023 Spring,INFO-I148,Course 48,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Information Systems,"enterprise systems, databases, IT management, cloud computing, networking",19:28,19:35
2023 Spring,INFO-I149,Course 49,Dr. Brown,25,150,TRUE,13,1,6,4,1,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,Software Engineering,"programming, testing, debugging, software design, agile",15:54,16:00
2023 Spring,INFO-I150,Course 50,Dr. Smith,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Forest,39.16469636,-86.51291367,Information Systems,"networking, cloud computing, enterprise systems, databases, IT management",13:15,13:23
2024 Spring,INFO-I101,Course 1,Dr. Jones,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,McNutt,39.1763,-86.5202,Data Science,"big data, visualization, data analysis, machine learning, statistics",17:17,17:23
2024 Spring,INFO-I102,Course 2,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Forest,39.16469636,-86.51291367,AI/ML,"natural language processing, reinforcement learning, neural networks, deep learning, AI ethics",13:07,13:16
2024 Spring,INFO-I103,Course 3,Dr. Smith,138,150,TRUE,60,46,8,23,1,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Collins,39.1708,-86.5237,Software Engineering,"agile, testing, debugging, programming, software design",13:37,13:46
2024 Spring,INFO-I104,Course 4,Dr. Williams,42,100,TRUE,22,6,1,7,6,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Bookmarket,39.171,-86.5168,Software Engineering,"software design, agile, testing, programming, debugging",14:52,15:01
2024 Spring,INFO-I105,Course 5,Dr. Smith,101,150,TRUE,59,13,0,19,10,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Forest,39.16469636,-86.51291367,Data Science,"big data, data analysis, machine learning, visualization, statistics",18:04,18:14
2024 Spring,INFO-I106,Course 6,Dr. Williams,37,100,TRUE,24,2,3,3,5,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Read,39.16622221,-86.51488147,Software Engineering,"debugging, agile, software design, testing, programming",19:58,20:04
2024 Spring,INFO-I107,Course 7,Dr. Smith,115,50,TRUE,48,32,27,8,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Read,39.16622221,-86.51488147,Information Systems,"IT management, cloud computing, databases, enterprise systems, networking",11:56,12:03
2024 Spring,INFO-I108,Course 8,Dr. Johnson,134,150,TRUE,68,25,25,15,1,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,Data Science,"machine learning, visualization, statistics, big data, data analysis",16:22,16:30
2024 Spring,INFO-I109,Course 9,Dr. Brown,58,100,TRUE,25,16,14,1,2,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Luddy Hall,39.17288318,-86.52334277,Data Science,"visualization, big data, machine learning, statistics, data analysis",16:55,17:02
2024 Spring,INFO-I110,Course 10,Dr. Smith,21,150,TRUE,17,1,2,0,1,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,McNutt,39.1763,-86.5202,Software Engineering,"programming, testing, debugging, agile, software design",14:54,15:00
2024 Spring,INFO-I111,Course 11,Dr. Johnson,43,50,TRUE,33,0,2,4,4,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Collins,39.1708,-86.5237,Information Systems,"cloud computing, IT management, databases, enterprise systems, networking",18:35,18:43
2024 Spring,INFO-I112,Course 12,Dr. Brown,25,150,TRUE,7,8,4,4,2,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,AI/ML,"reinforcement learning, neural networks, deep learning, natural language processing, AI ethics",17:24,17:32
2024 Spring,INFO-I113,Course 13,Dr. Brown,70,150,TRUE,28,19,11,2,10,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"programming, debugging, agile, testing, software design",09:53,10:01
2024 Spring,INFO-I114,Course 14,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,AI/ML,"neural networks, reinforcement learning, natural language processing, deep learning, AI ethics",14:21,14:29
2024 Spring,INFO-I115,Course 15,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,Information Systems,"databases, networking, IT management, cloud computing, enterprise systems",15:10,15:17
2024 Spring,INFO-I116,Course 16,Dr. Smith,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Wells Library,39.1724,-86.5168,HCI,"user experience, human factors, interface design, usability testing, interaction design",19:48,19:54
2024 Spring,INFO-I117,Course 17,Dr. Brown,64,100,TRUE,41,6,2,8,7,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,AI/ML,"deep learning, natural language processing, reinforcement learning, AI ethics, neural networks",17:59,18:04
2024 Spring,INFO-I118,Course 18,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Wells Library,39.1724,-86.5168,HCI,"interface design, interaction design, user experience, human factors, usability testing",16:04,16:12
2024 Spring,INFO-I119,Course 19,Dr. Brown,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Forest,39.16469636,-86.51291367,Software Engineering,"agile, software design, programming, testing, debugging",10:34,10:44
2024 Spring,INFO-I120,Course 20,Dr. Brown,91,150,TRUE,55,11,15,7,3,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,AI/ML,"natural language processing, deep learning, AI ethics, neural networks, reinforcement learning",10:35,10:43
2024 Spring,INFO-I121,Course 21,Dr. Smith,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Collins,39.1708,-86.5237,AI/ML,"natural language processing, reinforcement learning, deep learning, neural networks, AI ethics",13:16,13:24
2024 Spring,INFO-I122,Course 22,Dr. Jones,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Software Engineering,"software design, programming, debugging, testing, agile",12:05,12:14
2024 Spring,INFO-I123,Course 23,Dr. Johnson,61,50,TRUE,30,10,2,9,10,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Luddy Hall,39.17288318,-86.52334277,Cybersecurity,"penetration testing, risk management, network security, encryption, cyber threats",12:51,12:56
2024 Spring,INFO-I124,Course 24,Dr. Smith,132,50,TRUE,64,18,21,10,19,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Read,39.16622221,-86.51488147,HCI,"interaction design, user experience, interface design, usability testing, human factors",14:48,14:58
2024 Spring,INFO-I125,Course 25,Dr. Brown,100,50,TRUE,42,31,14,1,12,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Collins,39.1708,-86.5237,AI/ML,"natural language processing, deep learning, AI ethics, reinforcement learning, neural networks",12:05,12:11
2024 Spring,INFO-I126,Course 26,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Bookmarket,39.171,-86.5168,Software Engineering,"testing, debugging, programming, software design, agile",16:13,16:18
2024 Spring,INFO-I127,Course 27,Dr. Williams,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Data Science,"visualization, statistics, machine learning, big data, data analysis",16:21,16:31
2024 Spring,INFO-I128,Course 28,Dr. Jones,64,50,TRUE,8,21,14,12,9,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Union Street,39.17137812,-86.50945125,Data Science,"machine learning, visualization, big data, statistics, data analysis",18:39,18:47
2024 Spring,INFO-I129,Course 29,Dr. Jones,72,50,TRUE,55,3,12,0,2,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Luddy Hall,39.17288318,-86.52334277,AI/ML,"deep learning, AI ethics, reinforcement learning, neural networks, natural language processing",12:13,12:20
2024 Spring,INFO-I130,Course 30,Dr. Smith,125,100,TRUE,56,26,13,10,20,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,Data Science,"statistics, big data, data analysis, machine learning, visualization",19:45,19:52
2024 Spring,INFO-I131,Course 31,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,HCI,"interaction design, human factors, usability testing, user experience, interface design",14:48,14:53
2024 Spring,INFO-I132,Course 32,Dr. Johnson,102,100,TRUE,65,3,21,7,6,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,AI/ML,"AI ethics, neural networks, natural language processing, reinforcement learning, deep learning",12:57,13:07
2024 Spring,INFO-I133,Course 33,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,McNutt,39.1763,-86.5202,Software Engineering,"testing, programming, agile, debugging, software design",18:28,18:37
2024 Spring,INFO-I134,Course 34,Dr. Smith,98,150,TRUE,62,3,6,15,12,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,Data Science,"data analysis, big data, machine learning, visualization, statistics",14:40,14:49
2024 Spring,INFO-I135,Course 35,Dr. Jones,87,150,TRUE,49,15,14,4,5,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Read,39.16622221,-86.51488147,Software Engineering,"programming, agile, software design, debugging, testing",18:24,18:30
2024 Spring,INFO-I136,Course 36,Dr. Williams,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Read,39.16622221,-86.51488147,Data Science,"big data, data analysis, visualization, statistics, machine learning",09:34,09:40
2024 Spring,INFO-I137,Course 37,Dr. Brown,50,150,TRUE,29,0,11,10,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Collins,39.1708,-86.5237,HCI,"human factors, interaction design, user experience, usability testing, interface design",13:16,13:23
2024 Spring,INFO-I138,Course 38,Dr. Johnson,132,150,TRUE,42,43,25,10,12,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,Data Science,"statistics, data analysis, big data, visualization, machine learning",16:18,16:25
2024 Spring,INFO-I139,Course 39,Dr. Brown,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,Software Engineering,"testing, agile, debugging, programming, software design",16:26,16:33
2024 Spring,INFO-I140,Course 40,Dr. Johnson,149,50,TRUE,55,48,27,14,5,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,McNutt,39.1763,-86.5202,Software Engineering,"testing, programming, agile, debugging, software design",10:48,10:58
2024 Spring,INFO-I141,Course 41,Dr. Brown,103,50,TRUE,76,2,0,12,13,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,HCI,"human factors, interface design, interaction design, usability testing, user experience",14:07,14:14
2024 Spring,INFO-I142,Course 42,Dr. Jones,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Bookmarket,39.171,-86.5168,Information Systems,"enterprise systems, IT management, databases, cloud computing, networking",12:30,12:38
2024 Spring,INFO-I143,Course 43,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Bookmarket,39.171,-86.5168,AI/ML,"reinforcement learning, neural networks, AI ethics, deep learning, natural language processing",18:07,18:16
2024 Spring,INFO-I144,Course 44,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"statistics, big data, visualization, machine learning, data analysis",19:05,19:13
2024 Spring,INFO-I145,Course 45,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Forest,39.16469636,-86.51291367,Data Science,"visualization, machine learning, statistics, data analysis, big data",16:35,16:41
2024 Spring,INFO-I146,Course 46,Dr. Brown,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Wells Library,39.1724,-86.5168,Information Systems,"IT management, enterprise systems, databases, networking, cloud computing",09:34,09:41
2024 Spring,INFO-I147,Course 47,Dr. Brown,87,50,TRUE,27,29,3,16,12,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,AI/ML,"AI ethics, deep learning, neural networks, natural language processing, reinforcement learning",17:09,17:14
2024 Spring,INFO-I148,Course 48,Dr. Williams,28,100,TRUE,18,2,2,2,4,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,McNutt,39.1763,-86.5202,Data Science,"data analysis, visualization, big data, machine learning, statistics",18:32,18:42
2024 Spring,INFO-I149,Course 49,Dr. Williams,149,50,TRUE,52,32,27,26,12,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Union Street,39.17137812,-86.50945125,Software Engineering,"agile, testing, software design, programming, debugging",15:38,15:45
2024 Spring,INFO-I150,Course 50,Dr. Brown,61,100,TRUE,12,16,15,8,10,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Wells Library,39.1724,-86.5168,Data Science,"visualization, statistics, data analysis, big data, machine learning",12:41,12:49
